food_name,calcium_tier,vitk_tier,iron_tier,potassium_tier,magnesium_tier,zinc_tier,tyramine_tier,calcium,iron,magnesium,potassium,vitk,zinc,acid_tier
"Beans, Dry, Pinto, 388 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,207.0,3.84,194.0,1580.0,,3.06,LOW
"Beans, Dry, Pinto, 389 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,160.0,5.24,156.0,1450.0,,3.2,LOW
"Beans, Dry, Pinto, 390 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,198.0,5.94,199.0,1620.0,,3.16,LOW
"Beans, Dry, Pinto, 391 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,155.0,5.48,175.0,1570.0,,3.82,LOW
"Beans, Dry, Pinto, 393 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,192.0,4.12,194.0,1660.0,,3.41,LOW
"Beans, Dry, Pinto, 394 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,131.0,6.21,177.0,1600.0,,4.32,LOW
"Beans, Dry, Pinto, 397 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,192.0,4.67,163.0,1530.0,,3.14,LOW
"Beans, Dry, Pinto, 398 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,185.0,5.56,169.0,1540.0,,3.88,LOW
"Beans, Dry, Pinto, 408 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,148.0,4.96,169.0,1740.0,,3.84,LOW
"Beans, Dry, Pinto, 410 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,162.0,5.23,174.0,1500.0,,3.53,LOW
"Beans, Dry, Pinto, 413 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,139.0,4.9,177.0,1680.0,,3.27,LOW
"Beans, Dry, Pinto, 414 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,139.0,4.55,173.0,1590.0,,3.32,LOW
"Beans, Dry, Pinto, 416 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,162.0,4.12,168.0,1550.0,,3.44,LOW
"Beans, Dry, Pinto, 420 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,169.0,5.02,166.0,1620.0,,3.01,LOW
"Beans, Dry, Pinto, 421 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,145.0,5.4,154.0,1590.0,,3.61,LOW
"Beans, Dry, Pinto, 425 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,154.0,4.4,179.0,1620.0,,3.47,LOW
"Beans, Dry, Pinto, 426 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,127.0,3.72,181.0,1380.0,,2.88,LOW
"Beans, Dry, Pinto, 427 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,186.0,4.98,157.0,1520.0,,3.65,LOW
"Beans, Dry, Pinto, 428 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,224.0,4.61,191.0,1630.0,,3.29,LOW
"Beans, Dry, Pinto, 432 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,196.0,6.19,153.0,1610.0,,3.79,LOW
"Beans, Dry, Pinto, 435 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,201.0,4.88,157.0,1630.0,,3.56,LOW
"Beans, Dry, Pinto, 436 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,115.0,4.6,151.0,1440.0,,2.98,LOW
"Beans, Dry, Pinto, 437 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,138.0,4.52,170.0,1590.0,,3.31,LOW
"Beans, Dry, Pinto, 440 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,150.0,5.08,156.0,1560.0,,2.91,LOW
"Beans, Dry, Pinto, 442 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,206.0,4.57,158.0,1530.0,,3.51,LOW
"Beans, Dry, Pinto, 450 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,138.0,4.9,147.0,1450.0,,3.0,LOW
"Beans, Dry, Pinto, 451 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,188.0,4.26,183.0,1610.0,,3.11,LOW
"Beans, Dry, Pinto, 452 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,215.0,5.07,170.0,1570.0,,3.82,LOW
"Beans, Dry, Pinto, 454 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,199.0,4.67,172.0,1500.0,,3.31,LOW
"Beans, Dry, Pinto, 455 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,172.0,5.24,176.0,1660.0,,4.18,LOW
"Beans, Dry, Pinto, 456 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,142.0,4.39,175.0,1550.0,,3.71,LOW
"Beans, Dry, Pinto, 459 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,169.0,4.35,178.0,1600.0,,2.99,LOW
"Beans, Dry, Pinto, 462 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,149.0,5.67,170.0,1810.0,,4.31,LOW
"Beans, Dry, Pinto, 463 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,184.0,4.57,164.0,1570.0,,3.32,LOW
"Beans, Dry, Pinto, 464 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,160.0,4.35,198.0,1650.0,,3.87,LOW
"Beans, Dry, Pinto, 465 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,146.0,6.82,163.0,1670.0,,4.1,LOW
"Beans, Dry, Pinto, 466 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,158.0,4.31,153.0,1480.0,,3.62,LOW
"Beans, Dry, Pinto, 468 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,182.0,7.15,173.0,1640.0,,4.16,LOW
"Beans, Dry, Pinto, 469 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,192.0,6.4,153.0,1480.0,,3.45,LOW
"Beans, Dry, Pinto, 475 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,241.0,4.54,213.0,1560.0,,3.91,LOW
"Beans, Dry, Pinto, 479 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,122.0,4.55,163.0,1580.0,,3.54,LOW
"Beans, Dry, Pinto, 480 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,138.0,4.85,172.0,1780.0,,3.89,LOW
"Beans, Dry, Pinto, 482 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,157.0,6.05,164.0,1620.0,,3.23,LOW
"Beans, Dry, Pinto, 484 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,199.0,5.3,164.0,1510.0,,3.66,LOW
"Beans, Dry, Pinto, 489 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,178.0,4.38,161.0,1560.0,,3.59,LOW
"Beans, Dry, Pinto, 492 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,159.0,5.36,172.0,1730.0,,3.84,LOW
"Beans, Dry, Pinto, 494 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,203.0,4.88,155.0,1640.0,,3.4,LOW
"Beans, Dry, Pinto, 496 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,193.0,5.25,156.0,1540.0,,3.34,LOW
"Beans, Dry, Pinto, 497 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,214.0,4.62,153.0,1560.0,,3.59,LOW
"Beans, Dry, Pinto, 498 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,112.0,5.57,150.0,1590.0,,3.76,LOW
"Beans, Dry, Pinto, 499 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,130.0,5.5,171.0,1690.0,,3.11,LOW
"Beans, Dry, Pinto, 503 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,200.0,5.23,161.0,1530.0,,3.58,LOW
"Beans, Dry, Pinto, 506 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,169.0,4.81,192.0,1530.0,,3.5,LOW
"Beans, Dry, Pinto, 510 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,202.0,5.24,182.0,1500.0,,3.55,LOW
"Beans, Dry, Pinto, 511 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,145.0,4.96,160.0,1480.0,,3.47,LOW
"Beans, Dry, Pinto, 512 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,129.0,6.37,161.0,1590.0,,3.68,LOW
"Beans, Dry, Pinto, 513 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,172.0,5.46,167.0,1580.0,,3.67,LOW
"Beans, Dry, Pinto, 515 (0% moisture)",MEDIUM,LOW,UNKNOWN,HIGH,HIGH,HIGH,LOW,160.0,,182.0,1560.0,,3.44,LOW
"Beans, Dry, Pinto, 516 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,202.0,5.68,167.0,1500.0,,3.93,LOW
"Beans, Dry, Pinto, 517 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,103.0,4.75,175.0,1610.0,,3.54,LOW
"Beans, Dry, Pinto, 520 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,230.0,5.23,204.0,1520.0,,3.64,LOW
"Beans, Dry, Pinto, 563 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,162.0,3.43,167.0,1590.0,,3.28,LOW
"Beans, Dry, Pinto, 591 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,210.0,4.61,189.0,1570.0,,3.49,LOW
"Beans, Dry, Pinto, 621 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,147.0,4.67,201.0,1650.0,,3.69,LOW
"Beans, Dry, Pinto, 630 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,153.0,4.52,153.0,1030.0,,2.74,LOW
"Beans, Dry, Pinto, 631 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,137.0,5.63,164.0,1400.0,,3.14,LOW
"Beans, Dry, Pinto, 632 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,131.0,4.91,133.0,1330.0,,2.41,LOW
"Beans, Dry, Pinto, 633 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,141.0,6.13,170.0,1750.0,,3.48,LOW
"Beans, Dry, Pinto, 634 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,121.0,4.39,134.0,1400.0,,2.89,LOW
"Beans, Dry, Pinto, 639 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,225.0,4.64,171.0,1610.0,,3.29,LOW
"Beans, Dry, Pinto, 640 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,127.0,4.48,171.0,1360.0,,3.17,LOW
"Beans, Dry, Pinto, 642 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,158.0,4.49,191.0,1430.0,,3.04,LOW
"Beans, Dry, Pinto, 643 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,167.0,5.05,162.0,1240.0,,3.08,LOW
"Beans, Dry, Pinto, 647 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,165.0,5.45,176.0,1540.0,,3.21,LOW
"Beans, Dry, Pinto, 650 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,153.0,4.98,184.0,1700.0,,3.51,LOW
"Beans, Dry, Pinto, 653 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,154.0,5.16,187.0,1590.0,,3.4,LOW
"Beans, Dry, Pinto, 657 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,153.0,4.85,161.0,1520.0,,3.04,LOW
"Beans, Dry, Pinto, 659 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,223.0,4.22,188.0,1270.0,,3.04,LOW
"Beans, Dry, Pinto, 660 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,209.0,5.13,179.0,1510.0,,3.1,LOW
"Beans, Dry, Pinto, 661 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,175.0,5.05,156.0,1530.0,,2.97,LOW
"Beans, Dry, Pinto, 663 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,133.0,5.66,168.0,1580.0,,3.53,LOW
"Beans, Dry, Pinto, 665 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,166.0,6.15,210.0,1800.0,,4.21,LOW
"Beans, Dry, Pinto, 667 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,228.0,4.52,170.0,1470.0,,2.96,LOW
"Beans, Dry, Pinto, 668 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,174.0,4.77,146.0,1280.0,,3.26,LOW
"Beans, Dry, Pinto, 669 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,167.0,6.42,179.0,1640.0,,3.82,LOW
"Beans, Dry, Pinto, 671 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,194.0,4.33,161.0,1140.0,,3.16,LOW
"Beans, Dry, Pinto, 676 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,166.0,4.6,163.0,1510.0,,3.25,LOW
"Beans, Dry, Pinto, 677 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,227.0,4.6,199.0,1170.0,,3.91,LOW
"Beans, Dry, Pinto, 678 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,166.0,5.18,163.0,1480.0,,3.24,LOW
"Beans, Dry, Pinto, 681 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,180.0,4.82,174.0,1460.0,,3.56,LOW
"Beans, Dry, Pinto, 682 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,146.0,3.75,175.0,1050.0,,3.2,LOW
"Beans, Dry, Pinto, 684 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,175.0,4.14,165.0,1420.0,,2.84,LOW
"Beans, Dry, Pinto, 686 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,162.0,4.19,183.0,1190.0,,3.66,LOW
"Beans, Dry, Pinto, 691 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,175.0,4.15,183.0,1380.0,,3.35,LOW
"Beans, Dry, Pinto, 692 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,211.0,4.71,178.0,1560.0,,3.81,LOW
"Beans, Dry, Pinto, 695 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,144.0,4.08,141.0,1440.0,,3.3,LOW
"Beans, Dry, Pinto, 696 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,162.0,3.49,150.0,1510.0,,3.06,LOW
"Beans, Dry, Pinto, 700 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,140.0,4.08,158.0,1520.0,,3.45,LOW
"Beans, Dry, Pinto, 702 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,151.0,5.02,166.0,1640.0,,3.88,LOW
"Beans, Dry, Pinto, 704 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,187.0,6.07,213.0,1630.0,,3.99,LOW
"Beans, Dry, Pinto, 705 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,164.0,4.47,174.0,1420.0,,3.77,LOW
"Beans, Dry, Pinto, 708 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,151.0,4.82,176.0,1470.0,,3.86,LOW
"Beans, Dry, Pinto, 709 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,170.0,4.38,173.0,1500.0,,3.11,LOW
"Beans, Dry, Pinto, 710 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,131.0,5.74,174.0,1670.0,,3.4,LOW
"Beans, Dry, Pinto, 711 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,174.0,4.99,183.0,1740.0,,3.87,LOW
"Beans, Dry, Pinto, 714 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,135.0,4.9,187.0,1720.0,,3.44,LOW
"Beans, Dry, Pinto, 715 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,194.0,4.22,151.0,1510.0,,2.86,LOW
"Beans, Dry, Pinto, 717 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,191.0,5.25,148.0,1580.0,,3.35,LOW
"Beans, Dry, Pinto, 718 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,191.0,4.79,173.0,1460.0,,3.21,LOW
"Beans, Dry, Pinto, 720 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,152.0,4.45,154.0,1530.0,,3.04,LOW
"Beans, Dry, Pinto, 724 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,114.0,4.86,188.0,1580.0,,3.54,LOW
"Beans, Dry, Pinto, 727 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,228.0,5.14,185.0,1600.0,,3.6,LOW
"Beans, Dry, Pinto, 728 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,212.0,4.88,158.0,1440.0,,3.36,LOW
"Beans, Dry, Pinto, 729 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,199.0,6.89,179.0,1570.0,,3.91,LOW
"Beans, Dry, Pinto, 733 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,228.0,4.72,153.0,992.0,,3.03,LOW
"Beans, Dry, Pinto, 734 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,117.0,4.12,165.0,1540.0,,3.34,LOW
"Beans, Dry, Pinto, 735 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,111.0,5.73,166.0,1560.0,,4.12,LOW
"Beans, Dry, Pinto, 736 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,153.0,5.29,153.0,1460.0,,3.3,LOW
"Beans, Dry, Pinto, 738 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,244.0,5.37,200.0,1620.0,,4.06,LOW
"Beans, Dry, Pinto, 740 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,129.0,5.44,167.0,1160.0,,3.46,LOW
"Beans, Dry, Pinto, 743 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,213.0,4.51,159.0,1610.0,,3.32,LOW
"Beans, Dry, Pinto, 744 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,158.0,4.66,181.0,1470.0,,3.68,LOW
"Beans, Dry, Pinto, 747 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,156.0,4.44,170.0,1480.0,,3.21,LOW
"Beans, Dry, Pinto, 749 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,142.0,5.33,167.0,1410.0,,3.68,LOW
"Beans, Dry, Pinto, 751 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,185.0,5.68,157.0,1590.0,,3.57,LOW
"Beans, Dry, Pinto, 754 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,158.0,4.44,160.0,1380.0,,3.57,LOW
"Beans, Dry, Pinto, 758 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,180.0,5.88,157.0,1560.0,,3.44,LOW
"Beans, Dry, Pinto, 761 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,136.0,6.67,165.0,1650.0,,3.9,LOW
"Beans, Dry, Pinto, 764 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,190.0,5.53,181.0,1590.0,,3.44,LOW
"Beans, Dry, Pinto, 765 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,182.0,5.41,158.0,1530.0,,3.65,LOW
"Beans, Dry, Pinto, 770 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,160.0,4.19,195.0,1650.0,,3.79,LOW
"Beans, Dry, Pinto, 773 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,184.0,7.28,185.0,1690.0,,4.4,LOW
"Beans, Dry, Pinto, 775 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,145.0,5.08,174.0,1560.0,,3.73,LOW
"Beans, Dry, Pinto, 776 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,155.0,5.04,151.0,1440.0,,3.23,LOW
"Beans, Dry, Pinto, 781 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,152.0,5.46,180.0,1080.0,,3.63,LOW
"Beans, Dry, Pinto, 782 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,143.0,5.61,155.0,1060.0,,3.87,LOW
"Beans, Dry, Pinto, 783 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,129.0,4.8,186.0,1470.0,,3.2,LOW
"Beans, Dry, Pinto, 784 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,131.0,5.34,155.0,1670.0,,3.76,LOW
"Beans, Dry, Pinto, 787 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,196.0,5.98,148.0,1460.0,,3.86,LOW
"Beans, Dry, Pinto, 791 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,191.0,4.14,183.0,1440.0,,3.65,LOW
"Beans, Dry, Pinto, 793 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,246.0,5.02,200.0,1660.0,,3.9,LOW
"Beans, Dry, Pinto, 795 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,190.0,5.18,189.0,1530.0,,3.25,LOW
"Beans, Dry, Pinto, 801 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,162.0,5.26,157.0,1460.0,,3.49,LOW
"Beans, Dry, Pinto, 802 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,142.0,5.28,182.0,1530.0,,3.45,LOW
"Beans, Dry, Pinto, 805 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,141.0,4.4,150.0,1480.0,,3.49,LOW
"Beans, Dry, Pinto, 807 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,153.0,4.91,165.0,1520.0,,3.85,LOW
"Beans, Dry, Pinto, 808 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,145.0,5.42,183.0,1800.0,,4.39,LOW
"Beans, Dry, Pinto, 809 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,225.0,5.66,179.0,1700.0,,3.76,LOW
"Beans, Dry, Pinto, 810 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,168.0,4.77,194.0,1460.0,,3.92,LOW
"Beans, Dry, Pinto, 812 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,187.0,4.96,186.0,1460.0,,4.01,LOW
"Beans, Dry, Pinto, 814 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,219.0,5.8,169.0,1530.0,,3.93,LOW
"Beans, Dry, Pinto, 815 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,147.0,5.32,158.0,1550.0,,3.64,LOW
"Beans, Dry, Pinto, 816 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,167.0,4.49,190.0,1660.0,,3.44,LOW
"Beans, Dry, Pinto, 820 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,167.0,4.98,161.0,1470.0,,3.79,LOW
"Beans, Dry, Pinto, 821 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,126.0,6.55,160.0,1480.0,,4.27,LOW
"Beans, Dry, Pinto, 825 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,130.0,4.96,152.0,1450.0,,3.2,LOW
"Beans, Dry, Red (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,148.0,5.05,152.0,1540.0,,2.84,LOW
"Beans, Dry, Red, 345 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,144.0,4.64,148.0,1540.0,,2.76,LOW
"Beans, Dry, Red, 645 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,151.0,5.46,156.0,1550.0,,2.92,LOW
"Beans, Dry, Small Red (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,149.0,4.95,167.0,1520.0,,3.23,LOW
"Beans, Dry, Small Red, 11F-8009 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,181.0,6.56,183.0,1550.0,,3.29,LOW
